STATEFP,COUNTYFP,TRACTCE,GEOID,NAME_x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME_y,GEO_ID,white_popu,non-hispan,black_popu,asian_popu,hispanic_p,total_popu,median_hou,per_capita,built_age,less_highs,bachelor,totaleduca,male_und18,female_und,male65_66,male67_69,male70_74,male75_79,male80_84,male85_,fema_65_66,fema_67_69,fema70_74,fema75_79,fema80_84,fema85_,state,county,tract
42,101,000600,42101000600,6,Census Tract 6,G5020,S,172652,0,+39.9493845,-075.1583355,"Census Tract 6, Philadelphia County, Pennsylvania",1400000US42101000600,1022,937,77,104,85,1207,82833,74960,879,14,263,967,74,38,5,36,0,4,5,0,11,33,17,0,0,4,42,101,000600
42,101,001500,42101001500,15,Census Tract 15,G5020,S,239383,0,+39.9419037,-075.1591158,"Census Tract 15, Philadelphia County, Pennsylvania",1400000US42101001500,2161,2048,461,374,209,3180,66458,58578,1648,180,867,2683,240,190,0,94,35,9,0,0,24,79,27,31,32,31,42,101,001500
42,101,009200,42101009200,92,Census Tract 92,G5020,S,512009,0,+39.9601608,-075.2074723,"Census Tract 92, Philadelphia County, Pennsylvania",1400000US42101009200,693,643,2090,290,92,3296,21121,16132,1643,352,370,2100,310,407,6,27,34,30,11,11,20,39,36,6,12,3,42,101,009200
42,101,009300,42101009300,93,Census Tract 93,G5020,S,402542,0,+39.9622919,-075.2240228,"Census Tract 93, Philadelphia County, Pennsylvania",1400000US42101009300,90,90,4186,117,113,4556,25884,15696,2341,386,179,2907,608,527,29,15,102,11,9,18,38,58,91,10,32,14,42,101,009300
42,101,009400,42101009400,94,Census Tract 94,G5020,S,366714,0,+39.9632709,-075.2322437,"Census Tract 94, Philadelphia County, Pennsylvania",1400000US42101009400,62,41,3759,0,71,3982,16982,13724,2068,510,146,2607,528,510,38,30,39,49,43,19,47,68,128,29,95,139,42,101,009400
42,101,009500,42101009500,95,Census Tract 95,G5020,S,319096,0,+39.9658712,-075.2379141,"Census Tract 95, Philadelphia County, Pennsylvania",1400000US42101009500,141,25,2946,0,116,3153,24792,16305,1640,345,204,2083,363,478,46,61,20,22,0,0,79,7,55,58,21,67,42,101,009500
42,101,009600,42101009600,96,Census Tract 96,G5020,S,405273,0,+39.9655396,-075.2435075,"Census Tract 96, Philadelphia County, Pennsylvania",1400000US42101009600,66,66,4330,23,139,4545,27704,16879,2101,391,142,2882,436,434,38,9,36,41,0,10,42,77,128,85,77,12,42,101,009600
42,101,010000,42101010000,100,Census Tract 100,G5020,S,497695,0,+39.9710834,-075.2503759,"Census Tract 100, Philadelphia County, Pennsylvania",1400000US42101010000,268,257,4288,57,88,4753,42256,19429,1885,470,242,3021,566,815,54,63,3,52,40,25,38,65,38,68,0,18,42,101,010000
42,101,010100,42101010100,101,Census Tract 101,G5020,S,601412,0,+39.9721397,-075.2425292,"Census Tract 101, Philadelphia County, Pennsylvania",1400000US42101010100,521,70,6622,0,473,7328,45244,19903,2663,614,604,4903,734,1171,65,74,91,108,47,16,46,20,129,125,56,33,42,101,010100
42,101,010200,42101010200,102,Census Tract 102,G5020,S,360618,0,+39.9680830,-075.2316701,"Census Tract 102, Philadelphia County, Pennsylvania",1400000US42101010200,16,16,3139,0,73,3205,23247,14105,1523,408,125,2029,529,396,69,57,52,53,11,13,62,22,57,0,37,48,42,101,010200
42,101,010300,42101010300,103,Census Tract 103,G5020,S,281275,0,+39.9678329,-075.2254384,"Census Tract 103, Philadelphia County, Pennsylvania",1400000US42101010300,6,0,2392,43,28,2504,22368,16933,1225,158,59,1394,429,482,21,20,22,50,28,0,40,15,45,37,14,23,42,101,010300
42,101,010400,42101010400,104,Census Tract 104,G5020,S,472075,0,+39.9654995,-075.2191194,"Census Tract 104, Philadelphia County, Pennsylvania",1400000US42101010400,117,98,3880,0,81,4078,19424,12799,1583,652,147,2516,451,713,0,17,98,8,0,0,48,52,60,115,24,75,42,101,010400
42,101,010500,42101010500,105,Census Tract 105,G5020,S,657761,0,+39.9665653,-075.2142017,"Census Tract 105, Philadelphia County, Pennsylvania",1400000US42101010500,210,197,4151,39,123,4552,21102,15822,1675,607,289,2660,722,687,78,26,109,74,16,41,40,119,142,84,78,265,42,101,010500
42,101,036501,42101036501,365.01,Census Tract 365.01,G5020,S,1816210,7169,+40.1288937,-075.0122761,"Census Tract 365.01, Philadelphia County, Pennsylvania",1400000US42101036501,4207,3970,554,357,304,5262,48958,29347,2293,354,398,3861,506,640,32,177,87,55,19,61,92,98,65,111,80,223,42,101,036501
42,101,000801,42101000801,8.01,Census Tract 8.01,G5020,S,99957,12755,+39.9497374,-075.1804054,"Census Tract 8.01, Philadelphia County, Pennsylvania",1400000US42101000801,1240,1163,69,103,77,1429,125822,78356,992,14,510,1131,55,88,15,7,41,8,23,0,20,8,17,0,0,0,42,101,000801
42,101,038700,42101038700,387,Census Tract 387,G5020,S,2051449,22042,+40.0833124,-075.2130760,"Census Tract 387, Philadelphia County, Pennsylvania",1400000US42101038700,2083,1999,457,158,123,2807,158500,48180,733,90,379,1638,237,190,44,40,69,23,6,48,34,82,100,45,41,41,42,101,038700
42,101,038800,42101038800,388,Census Tract 388,G5020,S,1390293,4751,+40.0571595,-075.1982438,"Census Tract 388, Philadelphia County, Pennsylvania",1400000US42101038800,2384,2343,1055,65,78,3773,75313,56711,1878,80,781,2887,357,331,83,73,70,23,34,63,69,104,92,134,43,82,42,101,038800
42,101,038900,42101038900,389,Census Tract 389,G5020,S,1280550,0,+40.0543431,-075.1682764,"Census Tract 389, Philadelphia County, Pennsylvania",1400000US42101038900,175,164,2965,0,81,3272,38442,23391,1411,310,277,2363,315,318,56,35,35,25,25,0,82,68,62,84,31,31,42,101,038900
42,101,037900,42101037900,379,Census Tract 379,G5020,S,1374530,11284,+39.9914067,-075.0923741,"Census Tract 379, Philadelphia County, Pennsylvania",1400000US42101037900,4892,4789,1,50,189,5029,58555,31972,2336,537,732,4024,221,554,84,110,129,85,0,1,34,241,124,46,25,51,42,101,037900
42,101,038200,42101038200,382,Census Tract 382,G5020,S,1828678,13220,+39.9963741,-075.0973643,"Census Tract 382, Philadelphia County, Pennsylvania",1400000US42101038200,1730,1362,771,68,794,2989,31344,18357,1081,306,172,1751,543,524,9,18,46,5,14,5,7,15,33,7,31,24,42,101,038200
42,101,038000,42101038000,380,Census Tract 380,G5020,S,874371,7008,+40.0052447,-075.0814777,"Census Tract 380, Philadelphia County, Pennsylvania",1400000US42101038000,1955,1414,165,15,756,2357,43398,18861,956,320,112,1401,476,289,0,33,43,22,0,6,18,26,37,16,5,21,42,101,038000
42,101,038300,42101038300,383,Census Tract 383,G5020,S,3064521,0,+40.0108631,-075.1248984,"Census Tract 383, Philadelphia County, Pennsylvania",1400000US42101038300,913,175,1125,5,2157,3237,22375,10974,1160,471,63,2084,306,461,16,8,57,0,0,10,14,25,7,56,0,0,42,101,038300
42,101,039000,42101039000,390,Census Tract 390,G5020,S,2032691,0,+40.0357300,-075.0938840,"Census Tract 390, Philadelphia County, Pennsylvania",1400000US42101039000,2132,1039,5521,127,2575,9034,29034,14866,2948,764,367,4858,1877,1541,153,0,20,62,15,29,118,145,82,107,20,26,42,101,039000
42,101,038100,42101038100,381,Census Tract 381,G5020,S,3322103,1643545,+40.0189334,-075.0399564,"Census Tract 381, Philadelphia County, Pennsylvania",1400000US42101038100,540,464,163,0,168,827,28819,15297,327,134,61,568,117,74,0,7,15,11,10,2,4,6,11,17,0,0,42,101,038100
42,101,014600,42101014600,146,Census Tract 146,G5020,S,445048,0,+39.9764305,-075.1546990,"Census Tract 146, Philadelphia County, Pennsylvania",1400000US42101014600,1520,1354,2124,479,225,4391,32357,18854,1090,207,176,1657,205,381,84,25,24,64,53,12,47,34,67,76,65,90,42,101,014600
42,101,026100,42101026100,261,Census Tract 261,G5020,S,649364,0,+40.0704645,-075.1755189,"Census Tract 261, Philadelphia County, Pennsylvania",1400000US42101026100,116,116,3052,0,31,3206,35869,24398,1532,200,395,2498,128,399,42,80,83,58,54,0,70,132,152,62,61,128,42,101,026100
42,101,026200,42101026200,262,Census Tract 262,G5020,S,555958,0,+40.0664940,-075.1692176,"Census Tract 262, Philadelphia County, Pennsylvania",1400000US42101026200,112,90,3731,0,72,3880,53299,32459,1871,273,534,3138,249,315,110,58,112,27,36,9,120,92,203,122,87,60,42,101,026200
42,101,026302,42101026302,263.02,Census Tract 263.02,G5020,S,704112,0,+40.0687425,-075.1571945,"Census Tract 263.02, Philadelphia County, Pennsylvania",1400000US42101026302,167,145,4764,145,39,5167,44505,23056,2183,581,567,4007,388,608,66,155,160,108,15,0,33,137,210,145,61,21,42,101,026302
42,101,026400,42101026400,264,Census Tract 264,G5020,S,796819,0,+40.0625462,-075.1620066,"Census Tract 264, Philadelphia County, Pennsylvania",1400000US42101026400,45,19,5316,0,91,5510,53342,30679,2368,356,599,3956,499,361,25,114,42,207,53,15,41,196,243,215,168,95,42,101,026400
42,101,026500,42101026500,265,Census Tract 265,G5020,S,545961,0,+40.0587255,-075.1546921,"Census Tract 265, Philadelphia County, Pennsylvania",1400000US42101026500,85,85,5060,0,92,5237,44179,18915,1929,466,244,3180,569,582,19,36,49,24,0,141,110,108,141,69,42,41,42,101,026500
42,101,026600,42101026600,266,Census Tract 266,G5020,S,912758,0,+40.0634823,-075.1473352,"Census Tract 266, Philadelphia County, Pennsylvania",1400000US42101026600,4,3,6479,0,166,6677,44406,20188,2665,576,482,4534,678,737,32,121,70,113,43,57,138,76,90,158,213,112,42,101,026600
42,101,026700,42101026700,267,Census Tract 267,G5020,S,644277,0,+40.0547548,-075.1479259,"Census Tract 267, Philadelphia County, Pennsylvania",1400000US42101026700,34,24,6400,0,10,6632,33978,21519,2900,685,338,4035,799,848,98,56,45,67,13,0,170,86,130,103,148,88,42,101,026700
42,101,026900,42101026900,269,Census Tract 269,G5020,S,614685,0,+40.0556007,-075.1324048,"Census Tract 269, Philadelphia County, Pennsylvania",1400000US42101026900,490,380,1580,6,222,2288,54722,24738,767,176,255,1696,137,269,60,47,43,18,33,34,69,27,45,39,45,74,42,101,026900
42,101,027100,42101027100,271,Census Tract 271,G5020,S,372280,39344,+40.0484793,-075.1263611,"Census Tract 271, Philadelphia County, Pennsylvania",1400000US42101027100,166,145,1770,659,184,2798,48137,23191,968,474,362,2009,289,260,63,36,54,51,6,5,49,92,67,24,29,28,42,101,027100
42,101,027200,42101027200,272,Census Tract 272,G5020,S,679047,408,+40.0472339,-075.1180889,"Census Tract 272, Philadelphia County, Pennsylvania",1400000US42101027200,476,322,3892,365,312,4939,51676,22298,1939,372,467,3217,777,367,31,22,20,56,11,0,51,101,118,36,24,63,42,101,027200
42,101,027300,42101027300,273,Census Tract 273,G5020,S,938006,6986,+40.0377547,-075.1189432,"Census Tract 273, Philadelphia County, Pennsylvania",1400000US42101027300,553,338,3715,1471,628,6268,39296,20611,2226,1133,258,4265,740,813,17,0,68,102,34,0,10,64,106,43,54,14,42,101,027300
42,101,036201,42101036201,362.01,Census Tract 362.01,G5020,S,1031928,15195,+40.0820300,-074.9868079,"Census Tract 362.01, Philadelphia County, Pennsylvania",1400000US42101036201,4147,3883,285,22,320,4712,69097,33764,2166,327,750,3644,351,330,25,123,63,89,61,9,44,75,97,120,59,77,42,101,036201
42,101,036202,42101036202,362.02,Census Tract 362.02,G5020,S,1102846,2329,+40.0838623,-074.9781805,"Census Tract 362.02, Philadelphia County, Pennsylvania",1400000US42101036202,5037,4473,497,329,745,6062,56300,32272,2497,400,776,4463,746,627,16,61,148,125,67,26,59,151,236,96,66,90,42,101,036202
42,101,027700,42101027700,277,Census Tract 277,G5020,S,543124,0,+40.0505407,-075.1512097,"Census Tract 277, Philadelphia County, Pennsylvania",1400000US42101027700,60,60,4362,207,50,4792,28038,19582,2382,838,405,3271,586,452,20,65,141,53,18,28,70,100,114,149,202,120,42,101,027700
42,101,027800,42101027800,278,Census Tract 278,G5020,S,724987,0,+40.0425290,-075.1471612,"Census Tract 278, Philadelphia County, Pennsylvania",1400000US42101027800,265,64,4219,38,271,4582,33858,23385,2199,548,306,3063,612,540,77,33,38,68,41,24,100,85,21,144,124,74,42,101,027800
42,101,028000,42101028000,280,Census Tract 280,G5020,S,718346,0,+40.0261190,-075.1546481,"Census Tract 280, Philadelphia County, Pennsylvania",1400000US42101028000,23,23,4122,65,91,4232,21604,15933,1882,523,149,2828,550,446,27,15,86,31,64,25,50,63,143,110,62,8,42,101,028000
42,101,027600,42101027600,276,Census Tract 276,G5020,S,663514,0,+40.0429389,-075.1392758,"Census Tract 276, Philadelphia County, Pennsylvania",1400000US42101027600,35,34,3525,8,14,3685,31552,19270,1847,380,177,2414,403,474,35,55,11,28,15,9,12,29,107,90,28,12,42,101,027600
42,101,028200,42101028200,282,Census Tract 282,G5020,S,855780,0,+40.0348703,-075.1403325,"Census Tract 282, Philadelphia County, Pennsylvania",1400000US42101028200,432,156,4061,408,397,4961,29413,19600,2296,354,582,3159,659,607,66,120,45,11,9,0,92,74,71,91,45,71,42,101,028200
42,101,028400,42101028400,284,Census Tract 284,G5020,S,492489,0,+40.0251574,-075.1381289,"Census Tract 284, Philadelphia County, Pennsylvania",1400000US42101028400,334,47,3473,99,378,4104,27431,17134,1393,479,208,2499,851,382,26,12,22,25,0,0,51,47,60,62,79,14,42,101,028400
42,101,028500,42101028500,285,Census Tract 285,G5020,S,267007,0,+40.0287154,-075.1337359,"Census Tract 285, Philadelphia County, Pennsylvania",1400000US42101028500,481,23,1226,323,918,2489,30202,15019,946,544,72,1569,348,280,36,13,3,31,10,0,10,48,43,29,6,25,42,101,028500
42,101,028600,42101028600,286,Census Tract 286,G5020,S,717847,0,+40.0285757,-075.1276448,"Census Tract 286, Philadelphia County, Pennsylvania",1400000US42101028600,930,233,4114,702,1648,6653,28114,13515,2476,988,399,3824,959,1122,57,53,0,0,62,0,30,76,25,116,0,32,42,101,028600
42,101,028700,42101028700,287,Census Tract 287,G5020,S,340973,0,+40.0218194,-075.1314402,"Census Tract 287, Philadelphia County, Pennsylvania",1400000US42101028700,864,103,799,58,1896,2813,27672,13551,872,448,69,1483,522,432,9,35,8,4,0,0,0,0,19,21,10,0,42,101,028700
42,101,029000,42101029000,290,Census Tract 290,G5020,S,817484,9921,+40.0296096,-075.1166058,"Census Tract 290, Philadelphia County, Pennsylvania",1400000US42101029000,2589,367,2895,712,3778,8005,39978,12961,2150,1304,531,4320,935,1639,114,93,8,0,0,0,21,125,0,26,0,43,42,101,029000
42,101,029300,42101029300,293,Census Tract 293,G5020,S,685631,9700,+40.0140522,-075.0919930,"Census Tract 293, Philadelphia County, Pennsylvania",1400000US42101029300,960,675,1078,5,1351,2947,29535,15952,1110,482,57,1709,421,591,35,18,59,14,0,12,0,16,49,14,0,15,42,101,029300
42,101,029400,42101029400,294,Census Tract 294,G5020,S,647642,2470,+40.0094620,-075.0859621,"Census Tract 294, Philadelphia County, Pennsylvania",1400000US42101029400,1111,329,1629,263,1581,3773,19952,9338,1357,906,16,2112,620,717,0,8,75,50,0,0,9,44,62,46,0,16,42,101,029400
42,101,036203,42101036203,362.03,Census Tract 362.03,G5020,S,1532105,1401,+40.0760921,-074.9742967,"Census Tract 362.03, Philadelphia County, Pennsylvania",1400000US42101036203,4614,4345,144,130,360,5091,76616,36747,1930,256,563,3577,650,536,85,62,116,78,23,19,51,71,72,88,131,58,42,101,036203
42,101,009801,42101009801,98.01,Census Tract 98.01,G5020,S,297978,0,+39.9775172,-075.2665972,"Census Tract 98.01, Philadelphia County, Pennsylvania",1400000US42101009801,307,241,1782,26,101,2195,51250,29048,1019,123,296,1524,240,200,5,16,32,11,9,21,10,43,38,4,12,16,42,101,009801
42,101,012201,42101012201,122.01,Census Tract 122.01,G5020,S,380995,2325,+40.0034648,-075.2106388,"Census Tract 122.01, Philadelphia County, Pennsylvania",1400000US42101012201,957,913,1307,479,125,3030,26903,27379,2340,260,652,2385,226,153,44,49,0,17,9,34,30,74,167,51,43,157,42,101,012201
42,101,007101,42101007101,71.01,Census Tract 71.01,G5020,S,253257,0,+39.9381580,-075.2249984,"Census Tract 71.01, Philadelphia County, Pennsylvania",1400000US42101007101,67,67,2282,19,169,2537,24762,11752,1086,340,21,1518,331,250,35,35,43,28,27,5,16,58,56,60,43,88,42,101,007101
42,101,002801,42101002801,28.01,Census Tract 28.01,G5020,S,222950,0,+39.9289729,-075.1568319,"Census Tract 28.01, Philadelphia County, Pennsylvania",1400000US42101002801,2146,1372,288,1271,1642,4741,52340,23118,1844,751,689,3366,637,477,48,8,66,9,0,0,0,39,24,50,77,30,42,101,002801
42,101,029800,42101029800,298,Census Tract 298,G5020,S,649155,0,+40.0159529,-075.0678013,"Census Tract 298, Philadelphia County, Pennsylvania",1400000US42101029800,1830,1089,2070,85,1430,4662,27733,15695,2013,676,165,2937,811,575,0,42,60,30,10,9,0,79,82,22,18,29,42,101,029800
42,101,029900,42101029900,299,Census Tract 299,G5020,S,591446,0,+40.0131465,-075.0747147,"Census Tract 299, Philadelphia County, Pennsylvania",1400000US42101029900,1323,839,1842,65,1383,4136,21652,13600,1821,549,168,2490,664,610,9,22,76,20,28,0,54,17,17,83,9,0,42,101,029900
42,101,030100,42101030100,301,Census Tract 301,G5020,S,725114,0,+40.0204947,-075.0885046,"Census Tract 301, Philadelphia County, Pennsylvania",1400000US42101030100,1841,1320,2444,148,1895,5715,29556,17201,2534,555,354,3317,917,729,64,18,75,10,0,0,44,79,38,11,0,25,42,101,030100
42,101,030200,42101030200,302,Census Tract 302,G5020,S,901709,0,+40.0259863,-075.0823128,"Census Tract 302, Philadelphia County, Pennsylvania",1400000US42101030200,1868,750,4394,181,3352,8906,63305,22374,2809,1158,395,5679,1017,1142,49,0,124,16,16,0,30,332,140,112,0,13,42,101,030200
42,101,030600,42101030600,306,Census Tract 306,G5020,S,1007764,0,+40.0504920,-075.0943787,"Census Tract 306, Philadelphia County, Pennsylvania",1400000US42101030600,2763,2255,2091,718,2405,7489,49795,25921,2900,745,770,5298,849,926,62,181,68,31,25,80,85,34,72,89,63,340,42,101,030600
42,101,036301,42101036301,363.01,Census Tract 363.01,G5020,S,2411060,9583,+40.0895349,-074.9667387,"Census Tract 363.01, Philadelphia County, Pennsylvania",1400000US42101036301,3091,2957,78,567,186,3799,66792,28892,1372,421,311,2707,440,350,50,79,57,16,60,17,61,49,59,58,24,37,42,101,036301
42,101,036302,42101036302,363.02,Census Tract 363.02,G5020,S,520968,0,+40.0972506,-074.9805678,"Census Tract 363.02, Philadelphia County, Pennsylvania",1400000US42101036302,2565,2285,785,57,409,3624,53232,25121,1384,290,215,2392,499,512,42,54,67,14,16,6,56,34,10,46,32,5,42,101,036302
42,101,036303,42101036303,363.03,Census Tract 363.03,G5020,S,2555014,0,+40.1051803,-074.9702251,"Census Tract 363.03, Philadelphia County, Pennsylvania",1400000US42101036303,5939,5854,404,176,131,6565,73268,30835,2494,286,895,4662,600,872,15,127,88,177,89,59,81,76,181,98,76,29,42,101,036303
42,101,036400,42101036400,364,Census Tract 364,G5020,S,4512446,8107,+40.1127754,-074.9789088,"Census Tract 364, Philadelphia County, Pennsylvania",1400000US42101036400,727,669,175,15,100,979,56042,26184,239,240,64,935,8,0,33,42,39,35,29,34,24,48,26,13,7,23,42,101,036400
42,101,030700,42101030700,307,Census Tract 307,G5020,S,655249,0,+40.0573156,-075.0885519,"Census Tract 307, Philadelphia County, Pennsylvania",1400000US42101030700,2140,1404,1646,297,794,4257,45739,19664,1666,361,342,2610,687,535,17,7,15,33,6,12,53,65,96,38,22,32,42,101,030700
42,101,030800,42101030800,308,Census Tract 308,G5020,S,795704,0,+40.0547831,-075.0819056,"Census Tract 308, Philadelphia County, Pennsylvania",1400000US42101030800,2678,2288,1369,692,749,5365,55068,23076,1833,551,614,3341,727,736,43,52,60,22,21,37,82,91,62,44,76,30,42,101,030800
42,101,030900,42101030900,309,Census Tract 309,G5020,S,644878,0,+40.0437648,-075.0851908,"Census Tract 309, Philadelphia County, Pennsylvania",1400000US42101030900,1481,841,1519,747,1296,4376,46429,20427,1440,621,333,2565,691,543,0,17,53,50,35,0,37,47,24,0,6,40,42,101,030900
42,101,031000,42101031000,310,Census Tract 310,G5020,S,1063411,0,+40.0497292,-075.0744541,"Census Tract 310, Philadelphia County, Pennsylvania",1400000US42101031000,3082,2527,1883,1442,1304,7586,42773,21071,2374,1232,817,4993,1204,616,12,94,82,76,6,49,54,121,29,80,60,24,42,101,031000
42,101,031300,42101031300,313,Census Tract 313,G5020,S,711016,0,+40.0393195,-075.0698149,"Census Tract 313, Philadelphia County, Pennsylvania",1400000US42101031300,2997,2309,1726,1806,1787,7767,41118,16775,2446,1495,475,5102,1188,983,144,86,126,101,15,20,0,133,76,121,23,47,42,101,031300
42,101,031600,42101031600,316,Census Tract 316,G5020,S,715239,0,+40.0326050,-075.0590762,"Census Tract 316, Philadelphia County, Pennsylvania",1400000US42101031600,3771,3370,1257,645,902,6067,50931,22568,2303,692,417,3920,986,693,68,92,10,47,12,66,55,23,138,17,88,93,42,101,031600
42,101,031700,42101031700,317,Census Tract 317,G5020,S,881417,0,+40.0306061,-075.0684010,"Census Tract 317, Philadelphia County, Pennsylvania",1400000US42101031700,2558,2152,1451,331,1532,5577,49284,23480,2434,613,305,3800,497,572,68,79,107,15,46,13,48,30,133,56,44,14,42,101,031700
42,101,031800,42101031800,318,Census Tract 318,G5020,S,464292,0,+40.0311021,-075.0769892,"Census Tract 318, Philadelphia County, Pennsylvania",1400000US42101031800,1415,928,1843,81,1297,4224,42500,20913,1576,451,408,2600,544,665,50,22,66,0,8,8,52,65,18,34,31,25,42,101,031800
42,101,032000,42101032000,320,Census Tract 320,G5020,S,680731,0,+40.0271745,-075.0548600,"Census Tract 320, Philadelphia County, Pennsylvania",1400000US42101032000,4708,3284,1552,192,1916,7076,49964,21641,2726,751,671,4471,1038,1006,69,18,0,0,107,27,41,135,54,62,76,96,42,101,032000
42,101,032100,42101032100,321,Census Tract 321,G5020,S,552928,0,+40.0170175,-075.0589752,"Census Tract 321, Philadelphia County, Pennsylvania",1400000US42101032100,2453,1936,1189,131,1362,4538,38962,19566,1621,360,149,2492,699,928,11,24,43,28,42,9,9,79,35,7,7,26,42,101,032100
42,101,032500,42101032500,325,Census Tract 325,G5020,S,839319,0,+40.0263918,-075.0452561,"Census Tract 325, Philadelphia County, Pennsylvania",1400000US42101032500,3441,3100,1554,504,993,6373,44909,22509,2389,662,223,4070,566,1172,35,95,47,81,0,29,53,85,160,104,18,53,42,101,032500
42,101,032600,42101032600,326,Census Tract 326,G5020,S,809931,0,+40.0302776,-075.0396263,"Census Tract 326, Philadelphia County, Pennsylvania",1400000US42101032600,4462,3910,1384,479,1485,7394,50321,19116,2724,555,485,4554,1347,888,75,77,120,15,34,49,64,0,49,74,57,116,42,101,032600
42,101,989100,42101989100,9891,Census Tract 9891,G5020,S,2664986,1650211,+40.0363474,-075.0054860,"Census Tract 9891, Philadelphia County, Pennsylvania",1400000US42101989100,274,190,1656,29,346,2107,-666666666,5514,0,470,9,1484,170,0,5,0,0,16,0,0,0,0,0,0,0,0,42,101,989100
42,101,032900,42101032900,329,Census Tract 329,G5020,S,922923,21617,+40.0382801,-075.0250094,"Census Tract 329, Philadelphia County, Pennsylvania",1400000US42101032900,2379,2098,817,90,568,3794,34167,20775,1831,481,335,2692,314,512,10,6,54,6,40,10,24,42,72,76,66,23,42,101,032900
42,101,033000,42101033000,330,Census Tract 330,G5020,S,732828,0,+40.0335973,-075.0338489,"Census Tract 330, Philadelphia County, Pennsylvania",1400000US42101033000,5284,4181,1368,138,1950,7895,40250,17900,2887,790,623,4871,1453,923,74,57,29,50,41,0,131,90,156,29,61,46,42,101,033000
42,101,033300,42101033300,333,Census Tract 333,G5020,S,1011578,0,+40.0550147,-075.0440559,"Census Tract 333, Philadelphia County, Pennsylvania",1400000US42101033300,3275,2884,703,204,495,4368,43538,28531,1856,340,629,3369,342,416,16,86,151,55,177,45,67,59,156,158,130,273,42,101,033300
42,101,033400,42101033400,334,Census Tract 334,G5020,S,1218900,0,+40.0535088,-075.0529603,"Census Tract 334, Philadelphia County, Pennsylvania",1400000US42101033400,3000,2664,989,1335,613,5645,53539,23159,2012,828,784,4090,644,594,50,112,82,78,21,48,64,87,106,115,89,228,42,101,033400
42,101,033800,42101033800,338,Census Tract 338,G5020,S,1400214,0,+40.0626481,-075.0736440,"Census Tract 338, Philadelphia County, Pennsylvania",1400000US42101033800,4615,3910,407,407,1060,6076,46534,25248,2634,484,783,4465,563,761,117,95,75,35,22,123,21,91,97,152,95,155,42,101,033800
42,101,033900,42101033900,339,Census Tract 339,G5020,S,1140699,0,+40.0685547,-075.0873392,"Census Tract 339, Philadelphia County, Pennsylvania",1400000US42101033900,2271,1973,413,400,460,3333,49801,27592,1316,475,405,2236,415,425,36,46,40,10,19,45,36,85,36,9,24,21,42,101,033900
42,101,034000,42101034000,340,Census Tract 340,G5020,S,763894,729,+40.0711759,-075.0735007,"Census Tract 340, Philadelphia County, Pennsylvania",1400000US42101034000,2315,2039,234,313,426,2980,68935,30077,1129,211,257,2077,435,303,38,67,20,55,45,16,25,68,59,76,44,81,42,101,034000
42,101,034100,42101034100,341,Census Tract 341,G5020,S,1338392,0,+40.0763658,-075.0806955,"Census Tract 341, Philadelphia County, Pennsylvania",1400000US42101034100,4870,4226,429,293,663,5592,68886,37707,2642,303,759,4199,419,656,45,114,31,71,47,63,34,69,149,78,44,28,42,101,034100
42,101,034200,42101034200,342,Census Tract 342,G5020,S,995642,0,+40.0825942,-075.0721122,"Census Tract 342, Philadelphia County, Pennsylvania",1400000US42101034200,2582,2447,521,296,218,3505,53958,33486,1658,266,639,2758,405,225,22,46,54,46,74,94,43,60,106,128,230,260,42,101,034200
42,101,034400,42101034400,344,Census Tract 344,G5020,S,3419039,13905,+40.0944312,-075.0558571,"Census Tract 344, Philadelphia County, Pennsylvania",1400000US42101034400,5621,5390,646,1183,464,7693,77750,33470,2777,403,1588,5845,756,799,85,222,233,146,60,81,194,189,259,129,111,97,42,101,034400
42,101,034600,42101034600,346,Census Tract 346,G5020,S,1855727,3687,+40.0708323,-075.0207260,"Census Tract 346, Philadelphia County, Pennsylvania",1400000US42101034600,1344,1069,562,313,486,2470,38466,25786,1273,250,368,1987,153,160,24,24,42,36,42,6,39,6,85,37,8,54,42,101,034600
42,101,034701,42101034701,347.01,Census Tract 347.01,G5020,S,1148286,57,+40.0645576,-075.0329783,"Census Tract 347.01, Philadelphia County, Pennsylvania",1400000US42101034701,3915,3593,1378,973,700,6884,51422,26090,2610,789,863,5046,767,604,84,74,185,87,50,40,60,72,146,78,131,127,42,101,034701
42,101,008602,42101008602,86.02,Census Tract 86.02,G5020,S,369142,0,+39.9569725,-075.2167030,"Census Tract 86.02, Philadelphia County, Pennsylvania",1400000US42101008602,550,531,1654,177,99,2487,39543,25590,1433,254,452,1783,208,253,31,85,46,7,0,9,26,74,63,53,0,13,42,101,008602
42,101,009802,42101009802,98.02,Census Tract 98.02,G5020,S,613111,0,+39.9745848,-075.2678792,"Census Tract 98.02, Philadelphia County, Pennsylvania",1400000US42101009802,687,618,5002,62,206,6012,54058,25241,2362,322,445,3703,787,783,0,49,106,42,13,0,96,41,96,46,10,22,42,101,009802
42,101,037500,42101037500,375,Census Tract 375,G5020,S,1033282,1496,+39.9840699,-075.2551922,"Census Tract 375, Philadelphia County, Pennsylvania",1400000US42101037500,1684,1577,1866,181,322,3949,71956,35286,1441,160,774,2490,517,392,52,44,52,38,0,25,66,33,67,25,47,27,42,101,037500
